"vague","grappe","menage","s01q00a","s01q01","s01q02","s01q03a","s01q03b","s01q03c","s01q04a","s01q04b","s01q05","s01q06","s01q06a","s01q06b__1","s01q06b__2","s01q06b__3","s01q06b__4","s01q06b__5","s01q07","s01q08","s01q09__0","s01q09__1","s01q09__2","s01q09__3","s01q10","s01q11","s01q12","s01q13","s01q14","s01q15","s01q16","s01q16r","s01q17","s01q18","s01q19","s01q20","s01q20a1","s01q20a2","s01q20a3","s01q20b","s01q20c","s01q20d","s01q20e","s01q20f","s01q20g","s01q20h","s01q20i","s01q21","s01q22","s01q24","s01q25","s01q26","s01q27","s01q28","s01q29","s01q31","s01q32","s01q33","s01q34","s01q35","s01q36","s01q37","s01q38","s01q39__1","s01q39__2","s01q39__3","s01q39__4","s01q39__5","s01q23","s01q30"
1,3,4,7,1,5,9999,9999,9999,3,2,1,2,,,,,,,,,,,,,,1,1,,1,6,,,2,,3,2,,,,,,,,,,,,13,2,1,2,1,7,4,2,1,1,0,,,,,,,,,,,,
1,3,4,5,1,3,9999,9999,9999,15,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,4,1,1,1,9999,9999,9999,59,,,,,,,,,,2,1,2,,,,24,3,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,0,,,1,,0,0,0,0,0,0,,
1,3,4,10,2,5,9999,9999,9999,10,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,2,,3,6,,,,,,,,,,,,8,2,1,2,1,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
1,3,4,4,2,3,9999,9999,9999,10,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,4,2,2,2,9999,9999,9999,50,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
1,3,4,8,2,5,9999,9999,9999,6,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,2,,3,4,,,,,,,,,,,,8,2,1,2,1,7,4,2,1,1,0,,,,,,,,,,,,
1,3,4,11,1,5,9999,9999,9999,12,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,2,,3,6,,,,,,,,,,,,8,2,1,2,1,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
1,3,4,9,2,5,9999,9999,9999,8,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,2,,3,5,,,,,,,,,,,,8,2,1,2,1,7,4,2,1,1,0,,,,,,,,,,,,
1,3,4,3,1,3,9999,9999,9999,8,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,3,5,4,2,3,9999,9999,9999,7,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,3,5,3,2,3,9999,9999,9999,5,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,3,5,1,1,1,1,1,1974,,,,,,,,,,,2,1,2,,,,24,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,0,,,1,,0,0,0,0,0,0,,
1,3,5,2,2,2,9999,9999,9999,36,,,,,,,,,,2,1,1,,,,16,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
1,3,7,4,2,5,19,2,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,0,,,2,1,1,1,8,4,,,,,,,,,,
1,3,7,5,2,5,9999,9999,2009,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,0,,,,,,,,,,,,
1,3,7,1,1,1,1,1,1952,,,,,,,,,,,2,1,2,,,,22,1,1,,1,6,,,1,1,3,6,,,,,,,,,,,,13,2,2,1,1,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
1,3,7,3,1,5,9999,9999,2014,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,0,,,,,,,,,,,,
1,3,7,6,2,5,9999,9999,2005,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
1,3,7,2,2,2,1,1,1954,,,,,,,,,,,2,1,1,,,,20,1,1,,1,6,,,1,1,3,1,,,,,,,,,,,,13,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
1,3,8,3,1,3,9999,9999,9999,0,10,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,3,8,1,1,1,9999,9999,9999,25,,,,,,,,,,2,1,2,,,,22,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
1,3,8,2,2,2,9999,9999,9999,20,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
1,3,9,2,1,5,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,0,,,,,,,,,,,,
1,3,9,1,2,1,9999,9999,1948,,,,,,,,,,,5,,,,,,20,1,1,,1,6,,,1,1,3,0,,,,,,,,,,,,9,2,2,1,1,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
1,3,10,3,1,3,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,1,1,1,7,4,,,,,,,,,1,
1,3,10,4,2,2,9999,9999,1998,,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,1,1,3,1,,,,,,,,,,,,3,2,2,1,5,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
1,3,10,5,2,3,9999,9999,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,4
1,3,10,1,1,1,9999,9999,1988,,,,,,,,,,,2,1,4,,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,5,2,1,250,0,0,0,0,0,,
1,3,11,6,1,3,9999,9999,2003,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,1,3,0,,,,,,,,,,,,3,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,11,15,1,5,9999,9999,2009,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,,,,,,,,,,10
1,3,11,12,1,5,9999,9999,2015,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,,,,,,,,,,10
1,3,11,4,2,3,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,11,5,1,3,9999,9999,2005,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,11,9,2,3,9,2,1996,,,,,,,,,,,6,,,,,,16,1,1,,1,6,,,1,1,3,0,,,,,,,,,,,,3,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,11,18,2,5,9999,9999,2013,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,,,,,,,,,,9
1,3,11,10,2,3,9999,9999,1984,,,,,,,,,,,6,,,,,,20,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,11,8,2,3,9999,9999,1999,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,1,3,0,,,,,,,,,,,,3,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,11,16,2,5,9999,9999,2007,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,10
1,3,11,17,1,5,9999,9999,2005,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,10
1,3,11,1,1,1,9999,9999,1961,,,,,,,,,,,3,1,2,11,,,22,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,2,1,0,,,1,,5000,0,0,0,0,0,,
1,3,11,2,2,2,9999,9999,1968,,,,,,,,,,,3,1,1,,,,17,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
1,3,11,19,1,5,9999,9999,2013,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,4,3,2,1,1,0,,,,,,,,,,,,
1,3,11,7,1,3,9999,9999,2001,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,1,3,0,,,,,,,,,,,,3,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
1,3,11,11,2,2,9999,9999,1988,,,,,,,,,,,3,1,1,,,,20,1,2,1,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,4,2,2,,0,0,0,0,0,,
1,3,11,3,2,3,9999,9999,2009,,,2,,,,,,,,,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,3,11,13,2,5,9999,9999,2013,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,,,,,,,,,,10
1,3,11,14,1,5,9999,9999,2011,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,1,,,,,,,,,,,,,,,10
1,3,12,3,1,3,27,12,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,3,12,7,2,8,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,7,2,1,1,0,,,,,,,,,,,,
1,3,12,1,1,1,1,1,1982,,,,,,,,,,,2,1,2,,,,27,3,1,,1,6,,,1,1,12,1,,,,,,,,,,,,3,2,2,1,1,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
1,3,12,2,2,2,9999,9999,1991,,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,1,7,4,2,1,1,1,7,7,2,2,,0,0,0,0,0,,
1,3,12,4,2,3,19,1,2013,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
1,3,14,3,2,3,23,7,2017,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,2,,3,0,,,,,,,,,,,,3,1,,,,,,1,,,,,,,,,,,,,,1,2
1,3,14,1,1,1,19,5,1990,,,,,,,,,,,2,1,2,,,,25,2,1,,1,6,,,2,,3,1,,,,,,,,,,,,6,2,2,6,9,5,1,2,1,6,0,,,1,,1500,1,0,0,0,0,,
1,3,14,2,2,2,16,7,2000,,,,,,,,,,,2,1,1,,,,16,1,1,,1,6,,,2,,3,0,,,,,,,,,,,,3,2,1,1,5,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
1,3,14,4,1,9,9999,9999,9999,10,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,3,2,,,,,,,,,,,,8,2,1,1,1,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
1,3,15,2,2,7,1,1,1997,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,2,2,,0,0,0,0,0,,3
1,3,15,1,1,1,1,1,1993,,,,,,,,,,,1,,,,,,,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,1,,,,,,1,,0,0,0,0,0,0,,3
1,3,15,3,2,4,1,1,1956,,,,,,,,,,,5,,,,,,20,2,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,1,8,4,2,2,,0,0,0,0,0,,
2,4,1,4,2,3,21,7,2016,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,1,2,2,2,4,9,1993,,,,,,,,,,,2,1,1,,,,22,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,5,7,4,2,1,1,0,,,1,,500,0,0,0,0,0,,
2,4,1,1,1,1,3,6,1986,,,,,,,,,,,2,1,2,,,,29,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,2,9,3,1,2,1,1,0,,,1,,1000,0,0,0,0,0,,
2,4,1,3,1,3,24,2,2019,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,3,9,2,3,24,9,1998,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,4,3,4,2,3,4,1,2013,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,3,1,1,1,9999,9999,1970,,,,,,,,,,,2,1,2,,,,24,1,1,,1,6,,,2,,2,20,,,,,,,,,,,,4,2,2,1,1,7,4,2,2,1,1,7,4,1,,1000,0,0,0,0,0,,
2,4,3,8,1,3,2,2,2001,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,4,3,7,1,3,18,3,2003,,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,4,3,6,2,3,23,11,2005,,,1,1,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,4,3,3,2,3,2,3,2017,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,3,5,1,3,1,4,2010,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,3,2,2,2,9999,9999,1977,,,,,,,,,,,2,1,1,,,,17,1,1,,1,6,,,2,,2,17,,,,,,,,,,,,9,2,2,1,1,7,4,2,2,1,1,7,4,2,2,,0,0,0,0,0,,
2,4,4,7,1,3,9999,9999,2015,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,4
2,4,4,2,2,3,9999,9999,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,1,1,0,,,,,,,,,,,1,
2,4,4,9,1,3,9999,9999,2008,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,4
2,4,4,6,2,3,9999,9999,2017,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,4
2,4,4,3,1,3,9999,9999,2007,,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,2,1,1,0,,,2,2,,0,0,0,0,0,1,
2,4,4,4,2,2,9999,9999,1994,,,,,,,,,,,2,1,1,,,,13,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,0,,,2,1,1,0,,,2,2,,0,0,0,0,0,,
2,4,4,5,1,3,12,12,2018,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,4
2,4,4,1,1,1,11,7,1987,,,,,,,,,,,2,1,4,,,,19,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,4,7,4,2,1,1,0,,,1,,1000,1,0,0,0,0,,
2,4,4,8,2,3,9999,9999,2010,,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,4
2,4,6,3,2,3,19,10,2015,,,1,1,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,6,1,1,1,1,1,1973,,,,,,,,,,,2,1,2,,,,38,1,1,,1,6,,,2,,3,15,,,,,,,,,,,,8,2,2,1,1,7,4,2,1,1,1,7,4,1,,2500,0,0,0,0,0,,
2,4,6,2,2,2,1,1,1993,,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,2,,2,15,,,,,,,,,,,,3,2,1,4,9,1,1,2,1,1,1,7,4,1,,1500,0,0,0,0,0,,
2,4,7,1,1,1,9999,9999,1987,,,,,,,,,,,3,1,2,6,,,23,1,1,,1,6,,,2,,2,27,,,,,,,,,,,,5,2,1,1,5,7,4,2,2,1,0,,,1,,2000,1,0,0,0,0,,
2,4,7,5,2,3,9999,9999,9999,5,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,7,2,2,2,9999,9999,1994,,,,,,,,,,,3,1,1,,,,19,1,1,,1,6,,,2,,2,20,,,,,,,,,,,,9,2,1,1,5,7,4,2,1,1,0,,,1,,500,1,0,0,0,0,,
2,4,7,4,1,3,9999,9999,9999,3,1,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,7,8,1,3,9999,9999,9999,2,7,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
2,4,7,3,1,3,9999,9999,9999,1,3,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,7,7,1,3,9999,9999,9999,1,6,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,6
2,4,7,6,2,2,9999,9999,1998,,,,,,,,,,,3,1,1,,,,18,1,1,,1,6,,,2,,2,18,,,,,,,,,,,,9,2,1,1,1,7,4,2,1,1,0,,,1,,1000,0,0,0,0,0,,
2,4,8,3,1,3,9999,9999,9999,1,6,9999,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,8,4,1,3,9999,9999,2013,,,9999,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,8,2,2,2,9999,9999,1994,,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,2,,3,3,,,,,,,,,,,,3,2,1,1,1,7,4,2,1,1,1,8,4,1,,500,0,0,0,0,0,,
2,4,8,1,1,1,9999,9999,1985,,,,,,,,,,,2,1,2,,,,27,3,1,,1,6,,,2,,13,3,,,,,,,,,,,,3,2,1,1,9,4,2,2,2,1,5,7,4,1,,0,0,0,0,0,0,,
2,4,8,5,2,3,9999,9999,2013,,,9999,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,9,3,1,3,9999,9999,2017,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,9,9,2,3,9999,9999,2013,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,7
2,4,9,4,2,3,9999,9999,2015,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,9,8,2,3,9999,9999,2016,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,7
2,4,9,11,2,2,9999,9999,1999,,,,,,,,,,,3,1,1,,,,20,1,1,,1,6,,,2,,2,20,,,,,,,,,,,,9,2,1,1,1,7,4,2,1,1,0,,,1,,1000,0,0,0,0,0,,
2,4,9,2,2,2,9999,9999,1974,,,,,,,,,,,3,1,1,,,,28,1,1,,1,6,,,2,,3,25,,,,,,,,,,,,3,2,2,1,1,7,4,2,2,1,0,,,1,,1000,0,0,0,0,0,,
2,4,9,6,1,3,9999,9999,2008,,,2,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,4,9,1,1,1,9999,9999,1967,,,,,,,,,,,3,1,2,7,11,,32,1,1,,1,6,,,2,,3,24,,,,,,,,,,,,5,2,2,1,1,7,4,2,2,1,0,,,2,2,,0,0,0,0,0,,
2,4,9,5,2,3,9999,9999,2013,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,9,7,2,2,9999,9999,1993,,,,,,,,,,,3,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,5,7,4,2,1,1,0,,,1,,1500,0,0,0,0,0,,
2,4,9,10,2,3,9999,9999,2012,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,7
2,4,11,1,1,1,9999,9999,1991,,,,,,,,,,,2,1,2,,,,22,1,1,,1,6,,,1,1,3,1,,,,,,,,,,,,5,2,1,4,9,2,1,2,1,1,0,,,1,,4000,0,0,0,0,0,,
2,4,11,5,1,3,9999,9999,2010,,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,11,3,2,3,9999,9999,9999,2,1,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,11,2,2,2,9999,9999,1993,,,,,,,,,,,2,1,1,,,,18,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,1,1,8,7,4,2,1,1,0,,,2,2,,0,0,0,0,0,,
2,4,11,4,1,3,9999,9999,9999,3,0,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,12,1,1,1,12,8,1967,,,,,,,,,,,2,1,2,,,,26,1,1,,1,6,,,2,,1,28,,,,,,,,,,,,5,2,2,2,9,4,1,2,2,1,0,,,1,,1500,1,0,0,0,0,,
2,4,12,4,2,3,9999,9999,9999,2,2,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,12,8,1,7,9999,9999,9999,27,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,2,15,,,,,,,,,,,,3,2,2,2,9,4,1,2,2,1,0,,,1,,2000,1,0,0,0,0,,
2,4,12,5,2,8,9999,9999,9999,16,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,2,6,7,4,2,2,1,0,,,1,,500,0,0,0,0,0,,
2,4,12,3,2,3,9999,9999,9999,6,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,12,7,1,7,9999,9999,9999,22,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,2,13,,,,,,,,,,,,3,2,2,2,9,4,1,2,2,1,0,,,1,,1000,1,0,0,0,0,,
2,4,12,2,2,2,9999,9999,1985,,,,,,,,,,,2,1,1,,,,20,1,1,,1,6,,,2,,2,27,,,,,,,,,,,,9,2,1,4,9,2,1,2,1,1,0,,,1,,1000,1,0,0,0,0,,
2,4,12,6,1,5,9999,9999,9999,19,,,,,,,,,,1,,,,,,,1,1,,1,6,,,2,,2,12,,,,,,,,,,,,3,2,2,2,9,4,1,2,2,1,0,,,1,,1500,1,0,0,0,0,,
2,4,13,5,1,3,9999,9999,9999,9,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,13,1,1,1,8,12,1966,,,,,,,,,,,2,1,2,,,,34,1,1,,1,6,,,1,1,1,10,,,,,,,,,,,,3,2,2,1,1,7,4,2,2,1,0,,,1,,1500,0,0,0,0,0,,
2,4,13,8,1,3,9999,9999,9999,18,,,,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,4,13,3,1,3,9999,9999,9999,5,,2,,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,13,7,2,3,9999,9999,9999,12,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,4,13,6,2,3,9999,9999,9999,10,,1,2,,,,,,,1,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,2,2,,0,0,0,0,0,1,2
2,4,13,4,1,3,9999,9999,9999,7,,1,2,,,,,,,,,,,,,,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,2
2,4,13,2,2,2,9999,9999,9999,34,,,,,,,,,,2,1,1,,,,15,1,1,,1,6,,,1,2,,,,,,,,,,,,,,,2,2,1,1,7,4,2,2,1,0,,,1,,500,0,0,0,0,0,,
2,4,14,1,1,1,9999,9999,1969,,,,,,,,,,,2,2,,,,,20,1,1,,1,6,,,2,,2,20,,,,,,,,,,,,5,2,2,1,5,7,4,2,1,1,5,7,4,1,,200,0,0,0,0,0,,
