"vague","grappe","menage","s20q01","s20q02","s20q03","s20q04","s20q05","s20q06","s20q07","s20q08","s20q09","s20q10","s20q11","s20q12","s20q13__1","s20q13__2","s20q13__3","s20q13__4","s20q13__5","s20q13__6","s20q13__7","s20q13__8","s20q13__9","s20q13__10","s20q13__11","s20q13__12","s20q15a","s20q15b","s20q15c","s20q15d","s20q16a","s20q16b","s20q16c","s20q16d","s20q17a","s20q17b","s20q17c","s20q17d","s20q18a","s20q18b","s20q18c","s20q18d","s20q00"
2,16,11,2,2,5,5,2,150000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,16,12,2,2,5,5,2,200000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,16,15,1,3,4,4,3,80000,4,2,2,2,4,4,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,17,1,3,4,5,5,4,150000,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,17,2,1,3,2,2,3,250000,2,2,2,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,17,3,1,3,3,4,3,150000,2,2,2,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,17,4,1,3,4,2,3,250000,2,2,2,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,17,5,2,3,5,5,3,40000,4,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
1,17,6,2,3,3,5,2,40000,4,2,2,2,4,4,1,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,17,7,1,3,3,2,3,200000,4,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
1,17,8,2,4,3,3,3,70000,4,2,2,2,4,4,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,17,9,2,4,5,5,3,50000,4,2,1,2,4,4,1,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,17,10,1,3,3,2,3,150000,2,1,2,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,17,11,1,4,4,4,4,50000,4,1,1,1,4,4,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,17,12,1,3,3,2,3,125000,4,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,18,1,1,3,4,4,3,75000,4,2,2,2,4,4,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
2,18,2,1,3,3,4,3,70000,4,2,2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
2,18,3,1,3,3,2,2,150000,4,2,2,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,1
2,18,4,1,3,3,2,2,150000,4,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
2,18,5,1,3,4,4,3,200000,2,2,2,2,4,4,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,18,6,2,3,3,4,3,200000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,18,8,1,3,3,4,2,150000,4,2,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,18,9,2,3,3,5,2,60000,4,2,2,2,4,4,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
2,18,10,1,3,3,5,3,75000,4,2,2,2,4,4,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,18,11,3,3,3,5,3,120000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,18,12,3,3,3,5,3,110000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,18,14,1,3,3,4,2,350000,4,2,3,2,2,2,1,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,2
1,19,1,1,4,5,5,3,75000,4,4,2,2,4,4,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,19,2,1,4,4,4,4,150000,4,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,19,3,2,3,3,2,3,500000,4,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,19,5,1,2,2,2,2,150000,4,4,2,2,4,4,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
1,19,6,1,3,3,2,3,200000,2,2,2,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,19,7,1,3,3,2,3,150000,2,1,1,1,2,2,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,1
1,19,8,1,3,3,2,3,250000,2,2,2,2,2,2,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,19,9,2,3,2,2,2,40000,4,2,2,4,4,4,1,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,19,10,2,3,5,1,3,25000,4,2,4,2,4,4,1,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,19,11,2,3,3,2,3,100000,4,1,2,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,19,12,1,3,3,4,3,85000,4,1,1,1,4,4,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,19,15,1,3,4,2,3,150000,2,1,1,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
2,20,1,3,3,3,4,2,45000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
2,20,2,2,3,3,4,3,1000000,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,2
2,20,3,2,3,3,4,2,65000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,20,4,3,3,2,4,2,70000,4,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,20,5,1,4,4,4,3,40000,4,2,2,2,4,4,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,20,6,1,3,2,3,2,500000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,1
2,20,7,1,2,2,4,2,300000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,20,8,1,3,3,4,3,250000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,20,9,1,3,3,4,3,100000,4,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,2
2,20,10,1,3,3,4,3,300000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
2,20,11,2,3,3,4,3,150000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,20,12,2,2,3,3,2,80000,4,2,2,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,21,2,2,3,3,4,3,60000,2,2,2,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,21,3,1,3,2,4,3,50000,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,21,4,1,4,3,4,3,60000,2,2,1,4,2,2,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,21,5,2,3,3,4,3,500000,4,2,1,1,4,4,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,21,6,1,3,3,4,2,75000,4,2,2,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,5
1,21,7,1,3,3,4,3,30000,2,2,2,2,4,4,0,1,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,21,8,1,3,2,4,3,100000,4,1,1,1,4,4,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,21,9,2,4,2,4,3,90000,4,1,2,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,21,10,1,3,3,4,3,110000,2,2,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,2
1,21,11,1,2,1,2,2,80000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,21,12,1,4,4,4,3,100000,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,21,13,2,3,3,5,3,200000,2,2,2,2,4,4,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,22,1,2,4,3,4,3,100000,4,1,2,2,4,4,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,22,2,2,3,3,3,3,50000,4,2,2,2,4,4,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2
1,22,4,1,3,3,5,3,75000,4,2,1,1,4,4,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,22,5,1,3,4,4,3,60000,4,1,1,2,4,4,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,22,6,1,3,3,4,1,30000,4,4,2,2,4,4,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,4
1,22,7,1,3,3,4,2,300000,4,1,1,2,4,4,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,22,8,1,3,3,4,3,130000,4,1,1,2,4,4,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,22,9,1,4,3,4,3,100000,4,2,2,2,4,4,0,0,0,1,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,1
1,22,10,1,3,4,4,2,45000,4,2,2,2,4,4,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,22,11,1,3,3,5,3,60000,4,2,2,2,4,4,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,22,12,2,3,3,4,2,100000,2,2,2,2,4,4,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2
1,22,13,1,3,3,4,3,100000,4,2,1,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,23,1,2,2,3,4,2,150000,4,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,23,2,2,3,3,4,2,50000,2,2,2,2,4,4,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,4
1,23,3,1,4,4,5,4,250000,4,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,23,4,1,4,3,5,3,200000,2,1,2,1,4,4,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,23,5,1,2,3,5,2,15000,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,1
1,23,6,1,3,3,4,3,80000,4,2,2,2,4,4,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,23,7,1,2,3,4,3,40000,4,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,23,8,1,3,3,4,3,180000,4,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,23,9,2,4,4,4,3,150000,4,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,23,10,1,4,3,4,3,50000,3,1,1,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
1,23,11,2,3,3,4,3,60000,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,23,12,1,3,4,4,3,90000,4,1,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,1
2,24,1,2,3,3,4,2,50000,4,2,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,24,2,3,2,3,4,2,60000,4,2,2,2,2,2,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,24,3,2,2,2,5,2,100000,4,2,2,2,2,2,0,0,0,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,24,4,1,2,2,4,2,60000,4,2,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,24,5,1,2,3,4,3,300000,4,2,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,1
2,24,6,2,2,3,4,3,75000,4,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,24,7,2,4,4,4,3,500000,4,2,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,24,8,1,3,4,4,3,250000,4,2,2,2,4,4,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,24,9,1,1,2,4,3,200000,4,2,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,24,10,1,3,3,3,2,100000,4,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,24,11,3,3,3,5,3,200000,4,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,24,12,2,3,5,5,3,100000,4,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,25,2,2,3,3,4,3,100000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,25,4,1,3,3,5,3,200000,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,25,5,2,4,3,4,3,100000,4,4,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,25,6,1,3,1,2,2,300000,2,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,25,7,1,3,4,2,3,350000,2,1,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,25,8,2,3,3,4,2,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,25,10,2,4,4,4,4,60000,4,2,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,25,12,2,2,2,3,2,300000,2,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,25,13,1,3,3,4,3,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,5
1,25,14,1,4,4,4,5,200000,4,1,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
1,25,15,2,4,4,4,3,200000,1,1,1,1,2,4,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,25,16,1,4,4,4,4,200000,2,1,1,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,26,1,1,3,3,3,3,45000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,26,2,1,3,3,3,3,60000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,26,3,2,1,1,1,1,500000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,26,7,1,3,3,4,3,500000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,26,8,2,3,4,4,3,200000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,26,9,1,4,4,4,4,200000,4,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,26,10,3,3,5,4,2,150000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
2,26,12,1,2,2,5,3,150000,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,26,13,1,2,2,4,3,400000,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,2
2,26,14,1,3,3,4,3,300000,4,2,2,2,4,4,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,2
2,26,16,1,3,3,5,3,50000,1,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2
1,27,1,1,3,4,4,3,250000,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,27,2,2,3,5,4,3,75000,2,4,2,2,4,4,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
1,27,4,3,2,2,4,2,75000,4,4,2,2,4,4,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,2
1,27,5,2,3,3,4,3,150000,4,2,2,1,4,4,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
1,27,6,1,4,4,4,4,100000,1,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,27,7,2,4,3,4,3,7500,2,4,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,27,8,1,3,2,4,3,200000,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,27,9,1,3,3,4,3,200000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,27,10,1,4,4,4,4,50000,4,1,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
1,27,11,1,3,4,4,3,150000,2,2,2,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,27,13,1,3,4,4,3,200000,2,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,27,15,2,2,2,2,2,90000,4,2,2,4,2,2,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
2,28,1,2,2,2,3,2,80000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,28,3,2,2,2,3,2,100000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,28,4,2,2,2,2,2,150000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,28,5,2,2,2,3,2,200000,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
2,28,6,2,3,4,4,3,200000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
2,28,7,2,2,4,4,2,250000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1
2,28,8,1,2,2,3,2,500000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,28,9,2,3,4,5,3,400000,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
2,28,10,2,3,4,2,2,200000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,2
2,28,12,1,3,3,3,3,1000000,4,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
2,28,14,1,3,3,4,3,150000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,28,15,2,2,2,3,2,80000,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,29,2,1,4,4,3,3,200000,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,29,3,2,4,5,2,3,100000,1,4,4,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,5,2,3,2,5,3,80000,4,4,2,2,4,4,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,29,6,2,4,4,4,4,75000,4,4,2,2,4,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,2
1,29,7,1,3,3,4,3,200000,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
1,29,8,1,3,2,4,3,250000,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,29,9,2,3,3,2,2,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,1
1,29,11,1,3,2,3,3,200000,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,29,12,1,3,3,3,4,100000,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
1,29,13,2,4,4,4,3,200000,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
1,29,14,1,4,4,4,4,150000,1,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,2
2,30,1,1,4,4,4,3,70000,2,2,1,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,30,2,1,4,4,4,4,80000,2,1,2,2,4,4,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,30,3,2,3,4,4,3,200000,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,30,5,1,4,3,4,3,100000,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
2,30,6,2,3,3,4,2,300000,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
2,30,7,1,4,3,4,3,50000,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,1
2,30,8,1,4,3,4,3,100000,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,5
2,30,9,2,4,5,5,3,100000,4,2,4,2,4,4,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
2,30,11,2,3,2,1,2,300000,4,2,2,2,4,1,0,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
2,30,12,2,4,3,5,4,40000,4,4,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,30,14,1,3,2,2,3,300000,2,1,2,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,2
2,30,15,3,4,4,5,4,50000,4,1,1,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,31,3,2,3,2,3,2,100000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,1
1,31,5,1,3,4,2,3,200000,2,2,1,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
1,31,6,2,2,5,3,2,200000,2,2,2,2,4,4,1,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,1
1,31,7,1,3,2,2,2,350000,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,31,8,1,3,2,3,2,300000,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,1
1,31,9,1,2,2,2,2,300000,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,31,10,2,4,3,4,2,80000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
1,31,11,2,4,4,4,3,200000,4,2,2,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
1,31,12,1,3,4,4,3,600000,2,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,1
1,31,13,1,3,4,4,3,150000,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1
1,31,16,2,3,3,4,3,450000,4,1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,1
2,32,1,1,3,2,2,2,350000,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,1
2,32,2,1,3,2,4,3,200000,1,2,2,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,1
2,32,3,1,4,4,4,3,100000,2,1,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2
2,32,4,1,4,4,2,3,100000,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,2
2,32,5,2,4,4,4,3,50000,4,2,1,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,32,6,1,4,4,4,3,50000,4,2,1,2,4,4,1,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,1
2,32,7,2,3,3,2,2,200000,4,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,1
