"vague","grappe","menage","s17q00","s17q01","s17q02","s17q03","s17q51","s17q38b","s17q34b","s17q04","s17q05","s17q06","s17q07a1","s17q07b1","s17q07c1","s17q07d1","s17q07e1","s17q07a2","s17q07a3","s17q07a4","s17q07b2","s17q07b3","s17q07b4","s17q07c2","s17q07c3","s17q07c4","s17q07d2","s17q07d3","s17q07d4","s17q07e2","s17q07e3","s17q08","s17q09","s17q10","s17q11","s17q12","s17q13","s17q14","s17q15__0","s17q15__1","s17q16","s17q17","s17q18a","s17q18b","s17q18c","s17q18d","s17q18e","s17q18f","s17q18g","s17q18h","s17q18i","s17q19","s17q20","s17q21","s17q22__0","s17q22__1","s17q23","s17q24a","s17q24b","s17q25","s17q26","s17q27__0","s17q27__1","s17q28","s17q29","s17q30","s17q31a","s17q31b","s17q32a","s17q32b","s17q33","s17q34a","s17q35","s17q36__0","s17q36__1","s17q37","s17q38a","s17q39","s17q40","s17q41__0","s17q41__1","s17q42","s17q43","s17q44","s17q45","s17q46","s17q47__0","s17q47__1","s17q48","s17q49","s17q50","s17q52","s17q53","s17q54","s17q55","s17q56","s17q57","s17q58","s17q59","s17q60","s17q61"
1,75,12,1,"Poules / poulets",9,1,,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,4,7000,0,,,,,,,1,1,0,0,0,0,0,1,2,1,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,2,,,2,,2,,2,
1,75,12,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,2,1,100,86500,10000,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,75,12,1,"Ovins (Moutons)",2,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,3,1,100,71500,1000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,1,0,1,850,2,
1,75,15,1,"Ovins (Moutons)",2,1,500,,,2,2,2,5,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1500,2,,,2,,2,,2,
2,76,5,1,"Ovins (Moutons)",2,1,27750,,,4,3,3,4,,,,,3,1,2,,,,,,,,,,,,3,51000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,13000,1,5,4000,1,3650,1,1500,2,
2,76,6,1,"Equins (Chevaux)",5,1,200000,,,1,8,8,1,,,,,8,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,15000,2,,,2,,2,,2,
2,76,6,1,"Caprins (Chèvres)",3,1,30000,,,1,12,12,1,,,,,12,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7000,2,,,2,,2,,2,
2,76,6,1,"Camelins (Chameaux)",4,1,20000,,,1,7,7,1,,,,,7,1,2,,,,,,,,,,,,7,1400000,4,1,100,1000000,8000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,23000,2,,,2,,2,,2,
2,76,6,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,4,1,100,400000,5000,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,12000,2,,,2,,2,,2,
2,76,6,1,"Ovins (Moutons)",2,1,115000,,,1,30,30,1,2,,,,28,1,1,2,1,2,,,,,,,,,0,,5,1,100,150000,1000,1,,1,1,0,3,0,0,0,0,0,0,3,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,36000,1,12,5000,2,,1,6000,2,
2,76,6,1,"Bovins",1,1,300000,1,,1,23,23,1,,,,,23,1,2,,,,,,,,,,,,0,,5,1,100,1350000,5000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,7,12,3,1,0,,2,,,,,1,19,2,,,,,,,,,,,,1,6,60000,2,,,1,15000,1,23000,2,
2,76,7,1,"Ovins (Moutons)",2,1,45000,,,1,25,25,1,,,,,25,1,2,,,,,,,,,,,,2,31000,4,1,100,137500,400,1,,1,1,0,3,0,0,0,0,0,0,0,2,,,,,1,1750,0,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,14000,1,12,54000,1,10000,1,5000,1,10000
2,76,7,1,"Caprins (Chèvres)",3,1,30000,,,1,15,15,1,,,,,15,1,2,,,,,,,,,,,,0,,6,1,100,52500,600,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,25000,1,12,15000,1,4500,1,3000,2,
2,76,9,1,"Caprins (Chèvres)",3,1,,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,5,1,100,70000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,40000,2,,,2,,2,,2,
2,76,12,1,"Bovins",1,1,15000,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,20000,2,,,2,,2,,2,
2,76,12,1,"Caprins (Chèvres)",3,1,,,,1,16,16,1,,,,,16,1,2,,,,,,,,,,,,0,,4,1,100,50000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,40000,2,,,2,,2,,2,
1,77,2,1,"Bovins",1,1,6500,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,12000,2,,,2,,1,500,2,
1,77,2,1,"Caprins (Chèvres)",3,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,1,1000,2,
1,77,3,1,"Caprins (Chèvres)",3,1,,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,2,1,100,23500,800,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,3,1,"Ovins (Moutons)",2,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,4,1,"Ovins (Moutons)",2,1,,,,2,2,1,2,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,6,1,"Caprins (Chèvres)",3,1,,,,2,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,6,1,"Equins (Chevaux)",5,1,,,,2,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,6,1,"Bovins",1,1,,2,,2,2,2,2,,,,,2,1,2,,,,,,,,,,,,0,,3,2,100,103500,10000,1,2,2,,,,,,,,,,,,,,,,,,,,,,,1,2,9,1,2,0,,2,,,,,1,1,1,16750,2,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,6,1,"Ovins (Moutons)",2,1,,,,2,3,3,3,4,,,,1,2,1,2,2,2,,,,,,,,,0,,4,1,100,50000,3350,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,7,1,"Equins (Chevaux)",5,1,5000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,60000,2,,,2,,2,,2,
1,77,8,1,"Ovins (Moutons)",2,1,1200,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,1,1,100,15000,850,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1650,2,,,2,,2,,2,
1,77,9,1,"Camelins (Chameaux)",4,1,,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,1,800,2,
1,77,9,1,"Bovins",1,1,,,,1,3,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,9,1,"Ovins (Moutons)",2,1,3000,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,1,1,100,16600,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,40000,2,,,2,,1,3500,2,
1,77,9,1,"Poules / poulets",9,1,300,,,1,10,10,2,,,,,10,1,2,,,,,,,,,,,,0,,7,2,100,8500,0,1,2,1,1,3,0,0,0,0,0,0,0,4,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,12,10000,2,,,2,,2,,2,
1,77,10,1,"Caprins (Chèvres)",3,1,,,,1,2,0,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,11,1,"Asins (Anes)",6,1,,,,1,2,2,2,8,,,,1,1,1,1,1,2,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,11,1,"Ovins (Moutons)",2,1,,,,1,7,7,1,2,,,,4,1,1,3,1,2,,,,,,,,,0,,5,1,100,53500,0,1,,1,1,0,2,0,0,0,0,1,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,11,1,"Caprins (Chèvres)",3,1,,,,1,8,8,1,2,,,,4,1,1,4,1,2,,,,,,,,,0,,5,1,100,32500,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,11,1,"Bovins",1,1,4375,2,2,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,4,1,2,0,,1,1,125,1,,1,1,1,15000,1,,,,,,,,,,1,12,10000,2,,,2,,2,,2,
1,77,11,1,"Equins (Chevaux)",5,1,4750,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,15000,2,,,2,,2,,2,
1,77,12,1,"Caprins (Chèvres)",3,1,3000,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,1,1,100,8000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,40000,2,,,2,,2,,2,
1,77,12,1,"Equins (Chevaux)",5,1,15000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,50000,2,,,2,,2,,2,
1,77,12,1,"Pintades",10,1,500,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,12,10000,2,,,2,,2,,2,
1,77,12,1,"Poules / poulets",9,1,2000,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,0,,,,,,,1,1,2,0,0,0,0,0,0,0,8,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,12,0,2,,,2,,2,,2,
1,77,12,1,"Camelins (Chameaux)",4,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,13,1,"Bovins",1,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,77,13,1,"Ovins (Moutons)",2,1,6500,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,1,1,100,33500,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3500,2,,,2,,2,,2,
1,77,13,1,"Caprins (Chèvres)",3,1,,,,1,20,20,1,,,,,20,1,2,,,,,,,,,,,,0,,3,1,100,45000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
2,78,1,1,"Ovins (Moutons)",2,1,,,,2,5,1,2,,,,,1,1,2,,,,,,,,,,,,0,,3,2,100,55000,300,2,,1,2,0,1,0,0,0,0,1,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,32000,2,,,2,,1,750,2,
2,78,1,1,"Caprins (Chèvres)",3,1,,1,,2,15,5,2,,,,,5,1,2,,,,,,,,,,,,0,,6,2,100,72500,600,2,,1,2,0,0,0,0,0,0,1,0,0,2,,,,,2,,,2,,,,1,5,7,0.25,1,1,1,2,,,,,1,1,2,,,,,,,,,,,,2,,24600,2,,,2,,1,3000,2,
2,78,2,1,"Caprins (Chèvres)",3,1,,,,1,13,13,1,2,,,,8,1,1,5,1,2,,,,,,,,,0,,2,1,100,38500,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,6000,2,,,2,,1,1000,2,
2,78,2,1,"Ovins (Moutons)",2,1,,,,1,17,17,1,,,,,17,1,2,,,,,,,,,,,,0,,4,1,100,104000,0,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7000,2,,,2,,1,1500,2,
2,78,3,1,"Caprins (Chèvres)",3,1,,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,3,1,100,39000,300,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,11500,2,,,2,,2,,2,
2,78,3,1,"Equins (Chevaux)",5,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,17000,2,,,2,,2,,2,
2,78,3,1,"Ovins (Moutons)",2,1,,,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,5,1,100,61000,500,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,24000,2,,,2,,1,1250,2,
2,78,5,1,"Equins (Chevaux)",5,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,10000,2,,,2,,1,500,2,
2,78,5,1,"Caprins (Chèvres)",3,1,,,,1,9,9,1,,,,,9,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7000,2,,,2,,2,,2,
2,78,5,1,"Ovins (Moutons)",2,1,12000,,,2,30,30,1,2,,,,17,1,1,13,1,2,,,,,,,,,0,,3,1,100,78000,0,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,10000,2,,,2,,2,,2,
2,78,5,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,8000,2,,,2,,2,,2,
2,78,5,1,"Bovins",1,1,,2,,1,15,15,1,,,,,15,1,2,,,,,,,,,,,,0,,4,1,100,425000,4000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,2,0,,2,,,,,1,6,2,,,,,,,,,,,,2,,18000,2,,,2,,1,3000,2,
2,78,6,1,"Ovins (Moutons)",2,1,,,,1,2,2,1,,,,,2,2,2,,,,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,37000,2,,,2,,2,,2,
2,78,6,1,"Caprins (Chèvres)",3,1,,,,1,3,3,2,,,,,3,1,2,,,,,,,,,,,,0,,2,2,100,34000,200,2,3,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,17000,2,,,2,,2,,2,
2,78,10,1,"Bovins",1,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,3,1,100,400000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,30000,2,,,1,0,1,500,2,
2,78,10,1,"Caprins (Chèvres)",3,1,,,,1,35,35,1,,,,,35,1,2,,,,,,,,,,,,0,,10,1,100,120000,0,1,,1,1,1,2,0,0,0,0,0,0,3,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,45000,2,,,1,0,1,3000,2,
2,78,11,1,"Caprins (Chèvres)",3,1,,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,6,1,100,80000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,40000,2,,,1,0,2,,2,
2,78,12,1,"Ovins (Moutons)",2,1,,,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,3,1,100,50000,300,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,14000,2,,,2,,2,,2,
2,78,12,1,"Poules / poulets",9,1,,,,1,10,10,5,,,,,10,1,2,,,,,,,,,,,,0,,2,1,100,3250,0,1,,1,1,0,0,0,0,0,1,0,0,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,4000,2,,,2,,2,,2,
2,78,12,1,"Bovins",1,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,2,1,100,150000,1000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,40000,2,,,2,,2,,2,
2,78,12,1,"Caprins (Chèvres)",3,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,2,1,100,31000,200,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,10000,2,,,2,,2,,2,
2,78,12,1,"Asins (Anes)",6,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,12000,2,,,2,,2,,2,
1,79,1,1,"Caprins (Chèvres)",3,1,,,,1,5,5,1,,,,,5,1,2,,,,,,,,,,,,0,,5,1,93.7,60000,3750,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,1,1,"Ovins (Moutons)",2,1,,,,1,20,20,1,,,,,20,1,2,,,,,,,,,,,,0,,4,1,97,100000,3000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,1,1,"Bovins",1,1,,1,,1,4,4,1,,,,,4,1,2,,,,,,,,,,,,0,,2,1,96,160000,6000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,0,,2,,,,,1,1,1,15000,1,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,1,1,"Camelins (Chameaux)",4,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,2,1,"Caprins (Chèvres)",3,1,,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,10,1,100,20000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,2,1,"Bovins",1,1,40000,1,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,3,1,100,209000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,12,1,1,0,,2,,,,,1,1,2,,,,,,,,,,,,1,4,60000,2,,,2,,2,,2,
1,79,2,1,"Asins (Anes)",6,1,,,,1,3,3,1,,,,,3,1,2,,,,,,,,,,,,0,,1,1,100,20000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,2,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,2,1,100,24000,0,1,,1,1,0,2,0,0,0,0,0,0,1,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,2,1,"Equins (Chevaux)",5,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,3,1,"Equins (Chevaux)",5,1,5000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,2,,,2,,2,,2,
1,79,3,1,"Ovins (Moutons)",2,1,,,,1,6,6,1,,,,,6,1,2,,,,,,,,,,,,0,,2,1,100,40000,0,1,2,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,3,1,"Bovins",1,1,,1,1,1,16,16,1,6,,,,12,2,1,4,2,2,,,,,,,,,0,,5,1,100,700000,10000,1,6,2,,,,,,,,,,,,,,,,,,,,,,,1,5,8,2,1,0,,1,3,1000,2,6,1,3,1,10000,2,6,,,,,,,,,2,,,1,2,2000,2,,1,5000,2,
1,79,3,1,"Caprins (Chèvres)",3,1,,,,1,7,7,1,2,,,,5,1,1,2,2,2,,,,,,,,,0,,0,,,,,,,1,1,0,1,0,0,0,0,0,0,2,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,4,1,"Bovins",1,1,,1,,1,10,10,1,,,,,10,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,4,7,2,1,0,,2,,,,,1,0.5,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,4,1,"Caprins (Chèvres)",3,1,,,,1,20,20,1,,,,,20,1,2,,,,,,,,,,,,0,,7,1,100,140000,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,4,1,"Ovins (Moutons)",2,1,,,,1,20,20,1,,,,,20,1,2,,,,,,,,,,,,0,,10,1,100,750000,0,1,,1,1,0,2,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,4,1,"Asins (Anes)",6,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,4,1,"Equins (Chevaux)",5,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,5,1,"Ovins (Moutons)",2,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,15,1,95,300000,15000,1,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,5,1,"Equins (Chevaux)",5,1,,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,5,1,"Caprins (Chèvres)",3,1,,,,1,50,50,1,,,,,50,1,2,,,,,,,,,,,,0,,2,1,94,24000,1500,1,,1,1,0,1,0,0,0,0,0,0,0,2,,,,,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,5,1,"Bovins",1,1,,,,1,2,2,1,,,,,2,1,2,,,,,,,,,,,,0,,1,1,93,90000,6000,1,,2,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,0,,2,,,,,2,,2,,,,,,,,,,,,2,,,2,,,2,,2,,2,
1,79,6,1,"Caprins (Chèvres)",3,1,28000,,,1,30,30,1,4,3,5,2,20,1,1,3,2,1,2,2,1,3,2,1,2,1,2,25000,3,2,100,50000,1000,1,2,1,1,1,0,0,0,0,2,1,0,3,2,,,,,2,,,2,,,,1,10,3,0.5,1,0,,2,,,,,2,,1,15000,2,5,,,,,,,,,1,4,3000,1,4,4000,2,,2,,2,
1,79,6,1,"Equins (Chevaux)",5,1,6000,,,1,1,1,1,,,,,1,1,2,,,,,,,,,,,,0,,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,2,,,1,100,1,500,2,
1,79,6,1,"Bovins",1,1,40000,1,,1,30,30,1,,,,,30,1,2,,,,,,,,,,,,10,2000000,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,7,9,1.5,1,2835,1,2,,,,,1,5,1,50000,2,4,,,,,,,,,1,4,10000,1,4,5000,1,25000,1,15000,2,
